TBLID,GEOID,GEONAME,PROFLN,TITLE,ESTIMATE_1,MG_ERROR_1,ESTIMATE_2,MG_ERROR_2,ESTIMATE_3,MG_ERROR_3,ESTIMATE_4,MG_ERROR_4,ESTIMATE_5,MG_ERROR_5,ESTIMATE_6,MG_ERROR_6,ESTIMATE_7,MG_ERROR_7,ESTIMATE_8,MG_ERROR_8,OCC_CODE,OCC_DESCRIPTION
EEOALL10W,C2100US,United States - Place of Work,13,Number,"12,470",+/-737,"1,600",+/-314,"9,390",+/-709,"1,100",+/-240,180,+/-93,55,+/-36,4,+/-1,145,+/-66,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,14,Percent,12.7,+/-0.7,1.6,+/-0.3,9.6,+/-0.7,1.1,+/-0.2,0.2,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,14.9,Male,,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,15,Number,"12,090",+/-720,"1,600",+/-314,"9,035",+/-704,"1,080",+/-241,180,+/-95,55,+/-36,4,+/-1,145,+/-66,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,16,Percent,12.3,+/-0.7,1.6,+/-0.3,9.2,+/-0.7,1.1,+/-0.2,0.2,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,16.9,Female,,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,17,Number,380,+/-140,0,+/-27,355,+/-140,20,+/-24,4,+/-4,0,+/-27,0,+/-27,0,+/-27,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,18,Percent,0.4,+/-0.1,0,+/-0.1,0.4,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,18.8,50 to 54 years,,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,18.9,"Total, both sexes",,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,19,Number,"14,125",+/-770,"1,530",+/-276,"10,630",+/-668,"1,450",+/-259,200,+/-68,110,+/-57,4,+/-4,200,+/-116,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,20,Percent,14.4,+/-0.7,1.6,+/-0.3,10.8,+/-0.6,1.5,+/-0.3,0.2,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.2,+/-0.1,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,20.9,Male,,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,21,Number,"13,620",+/-750,"1,530",+/-276,"10,210",+/-655,"1,385",+/-254,200,+/-68,90,+/-52,4,+/-4,200,+/-116,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,22,Percent,13.9,+/-0.7,1.6,+/-0.3,10.4,+/-0.6,1.4,+/-0.3,0.2,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.2,+/-0.1,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,22.9,Female,,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,23,Number,505,+/-129,0,+/-27,425,+/-115,65,+/-60,0,+/-27,20,+/-21,0,+/-27,0,+/-27,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,24,Percent,0.5,+/-0.1,0,+/-0.1,0.4,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,24.8,55 to 59 years,,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,24.9,"Total, both sexes",,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,25,Number,"14,320",+/-801,"1,345",+/-270,"11,280",+/-637,"1,385",+/-275,145,+/-61,45,+/-48,40,+/-42,80,+/-53,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,26,Percent,14.6,+/-0.8,1.4,+/-0.3,11.5,+/-0.6,1.4,+/-0.3,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0.1,+/-0.1,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,26.9,Male,,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,27,Number,"13,840",+/-777,"1,265",+/-262,"10,915",+/-626,"1,370",+/-272,145,+/-61,45,+/-48,15,+/-25,80,+/-53,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,28,Percent,14.1,+/-0.7,1.3,+/-0.3,11.1,+/-0.6,1.4,+/-0.3,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0.1,+/-0.1,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,28.9,Female,,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,29,Number,485,+/-150,80,+/-72,365,+/-122,15,+/-24,0,+/-27,0,+/-27,20,+/-35,0,+/-27,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,30,Percent,0.5,+/-0.2,0.1,+/-0.1,0.4,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,30.8,60 to 69 years,,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,30.9,"Total, both sexes",,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,31,Number,"10,530",+/-666,725,+/-218,"8,965",+/-610,630,+/-170,130,+/-64,20,+/-27,0,+/-27,60,+/-36,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,32,Percent,10.7,+/-0.6,0.7,+/-0.2,9.1,+/-0.6,0.6,+/-0.2,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0.1,+/-0.1,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,32.9,Male,,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,33,Number,"10,360",+/-658,705,+/-218,"8,850",+/-612,595,+/-168,130,+/-64,20,+/-27,0,+/-27,60,+/-36,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,34,Percent,10.6,+/-0.6,0.7,+/-0.2,9,+/-0.6,0.6,+/-0.2,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0.1,+/-0.1,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,34.9,Female,,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,35,Number,170,+/-57,25,+/-27,115,+/-51,35,+/-38,0,+/-27,0,+/-27,0,+/-27,0,+/-27,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,36,Percent,0.2,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,36.8,70 years and over,,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,36.9,"Total, both sexes",,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,37,Number,"1,460",+/-246,55,+/-40,"1,230",+/-219,155,+/-90,10,+/-17,0,+/-27,0,+/-27,10,+/-17,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,38,Percent,1.5,+/-0.3,0.1,+/-0.1,1.3,+/-0.2,0.2,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,38.9,Male,,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,39,Number,"1,450",+/-248,55,+/-40,"1,220",+/-220,155,+/-90,10,+/-17,0,+/-27,0,+/-27,10,+/-17,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,40,Percent,1.5,+/-0.3,0.1,+/-0.1,1.2,+/-0.2,0.2,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,40.9,Female,,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,41,Number,10,+/-15,0,+/-27,10,+/-15,0,+/-27,0,+/-27,0,+/-27,0,+/-27,0,+/-27,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,42,Percent,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,0.8,16 to 39 years,,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,0.9,"Total, both sexes",,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,1,Number,"5,320",+/-616,955,+/-267,"3,455",+/-435,745,+/-256,55,+/-51,30,+/-31,10,+/-23,70,+/-57,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,2,Percent,47.7,+/-3.1,8.6,+/-2.1,31,+/-3.1,6.7,+/-2.2,0.5,+/-0.5,0.3,+/-0.3,0.1,+/-0.2,0.6,+/-0.5,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,2.9,Male,,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,3,Number,"5,190",+/-600,955,+/-267,"3,435",+/-436,630,+/-195,55,+/-51,30,+/-31,10,+/-23,70,+/-57,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,4,Percent,46.5,+/-3.2,8.6,+/-2.1,30.8,+/-3.1,5.7,+/-1.7,0.5,+/-0.5,0.3,+/-0.3,0.1,+/-0.2,0.6,+/-0.5,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,4.9,Female,,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,5,Number,130,+/-135,0,+/-27,20,+/-17,115,+/-136,0,+/-27,0,+/-27,0,+/-27,0,+/-27,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,6,Percent,1.2,+/-1.2,0,+/-0.3,0.2,+/-0.2,1,+/-1.2,0,+/-0.3,0,+/-0.3,0,+/-0.3,0,+/-0.3,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,6.8,40 to 44 years,,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,6.9,"Total, both sexes",,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,7,Number,"1,250",+/-301,150,+/-110,790,+/-211,295,+/-135,0,+/-27,15,+/-20,0,+/-27,4,+/-6,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,8,Percent,11.2,+/-2.4,1.3,+/-1.0,7.1,+/-1.7,2.6,+/-1.2,0,+/-0.3,0.1,+/-0.2,0,+/-0.3,0,+/-0.1,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,8.9,Male,,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,9,Number,"1,230",+/-302,150,+/-110,790,+/-211,270,+/-135,0,+/-27,15,+/-20,0,+/-27,4,+/-6,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,10,Percent,11,+/-2.4,1.3,+/-1.0,7.1,+/-1.7,2.4,+/-1.2,0,+/-0.3,0.1,+/-0.2,0,+/-0.3,0,+/-0.1,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,10.9,Female,,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,11,Number,20,+/-29,0,+/-27,0,+/-27,20,+/-29,0,+/-27,0,+/-27,0,+/-27,0,+/-27,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,12,Percent,0.2,+/-0.3,0,+/-0.3,0,+/-0.3,0.2,+/-0.3,0,+/-0.3,0,+/-0.3,0,+/-0.3,0,+/-0.3,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,12.8,45 to 49 years,,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,12.9,"Total, both sexes",,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,13,Number,"1,275",+/-297,255,+/-143,695,+/-178,295,+/-164,15,+/-16,20,+/-33,0,+/-27,4,+/-4,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,14,Percent,11.4,+/-2.6,2.3,+/-1.3,6.2,+/-1.6,2.6,+/-1.5,0.1,+/-0.1,0.2,+/-0.3,0,+/-0.3,0,+/-0.1,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,14.9,Male,,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,15,Number,"1,195",+/-284,215,+/-124,655,+/-173,295,+/-164,15,+/-16,20,+/-33,0,+/-27,4,+/-4,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,16,Percent,10.7,+/-2.5,1.9,+/-1.1,5.9,+/-1.5,2.6,+/-1.5,0.1,+/-0.1,0.2,+/-0.3,0,+/-0.3,0,+/-0.1,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,16.9,Female,,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,17,Number,80,+/-75,40,+/-66,40,+/-42,0,+/-27,0,+/-27,0,+/-27,0,+/-27,0,+/-27,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,18,Percent,0.7,+/-0.7,0.4,+/-0.6,0.4,+/-0.4,0,+/-0.3,0,+/-0.3,0,+/-0.3,0,+/-0.3,0,+/-0.3,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,18.8,50 to 54 years,,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,18.9,"Total, both sexes",,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,19,Number,"1,290",+/-274,200,+/-119,675,+/-173,390,+/-162,25,+/-25,0,+/-27,0,+/-27,0,+/-27,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,20,Percent,11.6,+/-2.3,1.8,+/-1.0,6.1,+/-1.5,3.5,+/-1.4,0.2,+/-0.2,0,+/-0.3,0,+/-0.3,0,+/-0.3,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,20.9,Male,,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,21,Number,"1,245",+/-265,165,+/-93,665,+/-171,390,+/-162,25,+/-25,0,+/-27,0,+/-27,0,+/-27,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,22,Percent,11.2,+/-2.2,1.5,+/-0.8,6,+/-1.5,3.5,+/-1.4,0.2,+/-0.2,0,+/-0.3,0,+/-0.3,0,+/-0.3,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,22.9,Female,,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,23,Number,45,+/-65,40,+/-64,10,+/-13,0,+/-27,0,+/-27,0,+/-27,0,+/-27,0,+/-27,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,24,Percent,0.4,+/-0.6,0.4,+/-0.6,0.1,+/-0.1,0,+/-0.3,0,+/-0.3,0,+/-0.3,0,+/-0.3,0,+/-0.3,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,24.8,55 to 59 years,,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,24.9,"Total, both sexes",,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,25,Number,"1,045",+/-236,225,+/-118,470,+/-154,310,+/-119,15,+/-15,0,+/-27,0,+/-27,25,+/-33,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,26,Percent,9.4,+/-1.8,2,+/-1.0,4.2,+/-1.3,2.8,+/-1.0,0.1,+/-0.1,0,+/-0.3,0,+/-0.3,0.2,+/-0.3,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,26.9,Male,,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,27,Number,"1,035",+/-235,225,+/-118,465,+/-154,310,+/-119,15,+/-15,0,+/-27,0,+/-27,25,+/-33,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,28,Percent,9.3,+/-1.8,2,+/-1.0,4.2,+/-1.3,2.8,+/-1.0,0.1,+/-0.1,0,+/-0.3,0,+/-0.3,0.2,+/-0.3,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,28.9,Female,,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,29,Number,10,+/-13,0,+/-27,10,+/-13,0,+/-27,0,+/-27,0,+/-27,0,+/-27,0,+/-27,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,30,Percent,0.1,+/-0.1,0,+/-0.3,0.1,+/-0.1,0,+/-0.3,0,+/-0.3,0,+/-0.3,0,+/-0.3,0,+/-0.3,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,30.8,60 to 69 years,,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,30.9,"Total, both sexes",,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,31,Number,940,+/-251,70,+/-52,495,+/-155,350,+/-163,4,+/-12,0,+/-27,0,+/-27,15,+/-23,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,32,Percent,8.4,+/-2.1,0.6,+/-0.5,4.4,+/-1.3,3.1,+/-1.4,0,+/-0.1,0,+/-0.3,0,+/-0.3,0.1,+/-0.2,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,32.9,Male,,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,33,Number,935,+/-249,70,+/-52,490,+/-153,350,+/-163,4,+/-12,0,+/-27,0,+/-27,15,+/-23,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,34,Percent,8.4,+/-2.0,0.6,+/-0.5,4.4,+/-1.3,3.1,+/-1.4,0,+/-0.1,0,+/-0.3,0,+/-0.3,0.1,+/-0.2,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,34.9,Female,,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,35,Number,4,+/-8,0,+/-27,4,+/-8,0,+/-27,0,+/-27,0,+/-27,0,+/-27,0,+/-27,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,36,Percent,0,+/-0.1,0,+/-0.3,0,+/-0.1,0,+/-0.3,0,+/-0.3,0,+/-0.3,0,+/-0.3,0,+/-0.3,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,36.8,70 years and over,,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,36.9,"Total, both sexes",,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,37,Number,25,+/-31,0,+/-27,0,+/-27,25,+/-31,0,+/-27,0,+/-27,0,+/-27,0,+/-27,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,38,Percent,0.2,+/-0.3,0,+/-0.3,0,+/-0.3,0.2,+/-0.3,0,+/-0.3,0,+/-0.3,0,+/-0.3,0,+/-0.3,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,38.9,Male,,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,39,Number,25,+/-31,0,+/-27,0,+/-27,25,+/-31,0,+/-27,0,+/-27,0,+/-27,0,+/-27,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,40,Percent,0.2,+/-0.3,0,+/-0.3,0,+/-0.3,0.2,+/-0.3,0,+/-0.3,0,+/-0.3,0,+/-0.3,0,+/-0.3,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,40.9,Female,,,,,,,,,,,,,,,,,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,41,Number,0,+/-27,0,+/-27,0,+/-27,0,+/-27,0,+/-27,0,+/-27,0,+/-27,0,+/-27,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,42,Percent,0,+/-0.3,0,+/-0.3,0,+/-0.3,0,+/-0.3,0,+/-0.3,0,+/-0.3,0,+/-0.3,0,+/-0.3,6740,Rail-track laying and maintenance equipment operators
EEOALL10W,C2100US,United States - Place of Work,0.8,16 to 39 years,,,,,,,,,,,,,,,,,6765,Other construction and related workers
EEOALL10W,C2100US,United States - Place of Work,0.9,"Total, both sexes",,,,,,,,,,,,,,,,,6765,Other construction and related workers
EEOALL10W,C2100US,United States - Place of Work,1,Number,"23,045","+/-1,248","6,845",+/-740,"13,680",+/-858,"1,625",+/-335,90,+/-70,255,+/-110,135,+/-99,415,+/-149,6765,Other construction and related workers
EEOALL10W,C2100US,United States - Place of Work,2,Percent,47.3,+/-1.8,14,+/-1.4,28.1,+/-1.5,3.3,+/-0.7,0.2,+/-0.1,0.5,+/-0.2,0.3,+/-0.2,0.9,+/-0.3,6765,Other construction and related workers
EEOALL10W,C2100US,United States - Place of Work,2.9,Male,,,,,,,,,,,,,,,,,6765,Other construction and related workers
EEOALL10W,C2100US,United States - Place of Work,3,Number,"22,220","+/-1,236","6,685",+/-742,"13,125",+/-837,"1,525",+/-325,80,+/-69,255,+/-110,135,+/-99,415,+/-149,6765,Other construction and related workers
EEOALL10W,C2100US,United States - Place of Work,4,Percent,45.6,+/-1.7,13.7,+/-1.4,26.9,+/-1.4,3.1,+/-0.7,0.2,+/-0.1,0.5,+/-0.2,0.3,+/-0.2,0.9,+/-0.3,6765,Other construction and related workers
EEOALL10W,C2100US,United States - Place of Work,4.9,Female,,,,,,,,,,,,,,,,,6765,Other construction and related workers
EEOALL10W,C2100US,United States - Place of Work,5,Number,825,+/-184,160,+/-96,555,+/-150,100,+/-72,10,+/-12,0,+/-27,0,+/-27,0,+/-27,6765,Other construction and related workers
EEOALL10W,C2100US,United States - Place of Work,6,Percent,1.7,+/-0.4,0.3,+/-0.2,1.1,+/-0.3,0.2,+/-0.2,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6765,Other construction and related workers
EEOALL10W,C2100US,United States - Place of Work,6.8,40 to 44 years,,,,,,,,,,,,,,,,,6765,Other construction and related workers
EEOALL10W,C2100US,United States - Place of Work,6.9,"Total, both sexes",,,,,,,,,,,,,,,,,6765,Other construction and related workers
EEOALL10W,C2100US,United States - Place of Work,7,Number,"5,105",+/-553,"1,725",+/-344,"2,880",+/-397,380,+/-148,4,+/-18,55,+/-38,4,+/-5,55,+/-48,6765,Other construction and related workers
EEOALL10W,C2100US,United States - Place of Work,8,Percent,10.5,+/-1.1,3.5,+/-0.7,5.9,+/-0.8,0.8,+/-0.3,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,6765,Other construction and related workers
EEOALL10W,C2100US,United States - Place of Work,8.9,Male,,,,,,,,,,,,,,,,,6765,Other construction and related workers
EEOALL10W,C2100US,United States - Place of Work,9,Number,"4,870",+/-540,"1,590",+/-338,"2,800",+/-383,370,+/-147,4,+/-18,45,+/-34,4,+/-5,55,+/-48,6765,Other construction and related workers
EEOALL10W,C2100US,United States - Place of Work,10,Percent,10,+/-1.1,3.3,+/-0.7,5.7,+/-0.8,0.8,+/-0.3,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,6765,Other construction and related workers
EEOALL10W,C2100US,United States - Place of Work,10.9,Female,,,,,,,,,,,,,,,,,6765,Other construction and related workers
EEOALL10W,C2100US,United States - Place of Work,11,Number,235,+/-109,135,+/-93,80,+/-52,10,+/-16,0,+/-27,10,+/-18,0,+/-27,0,+/-27,6765,Other construction and related workers
EEOALL10W,C2100US,United States - Place of Work,12,Percent,0.5,+/-0.2,0.3,+/-0.2,0.2,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6765,Other construction and related workers
